66679, 72736, 173256, 249356, 161097, 144893, 34564, 181576, 35037, 138956, 103383, 207798, 246120, 223222, 110126, 41807, 
67821, 11121, 261138, 224393, 39759, 53919, 218581, 58945, 64268, 73967, 96717, 57912, 8405, 106464, 203306, 56673, 
43470, 57340, 215980, 127472, 94659, 115652, 60107, 27795, 215824, 58403, 248290, 12177, 201600, 109645, 118141, 238733, 
255559, 39548, 126556, 71566, 165563, 86177, 72678, 85570, 65241, 157920, 132603, 256587, 155333, 197745, 237501, 44078, 
83730, 128073, 217177, 93566, 150923, 18541, 189582, 139699, 162368, 69557, 141270, 179069, 106212, 261497, 223462, 124166, 
19655, 190868, 95869, 214623, 136388, 169800, 90113, 12018, 137316, 43735, 182983, 14312, 33857, 2931, 157062, 103626, 
92828, 64701, 215488, 53906, 250328, 131800, 208323, 4363, 60351, 186718, 50139, 165386, 125492, 53925, 55565, 164614, 
155142, 14059, 12649, 12017, 201411, 47072, 66356, 44539, 93170, 108125, 192034, 230784, 24435, 120264, 227553, 257718, 
181584, 169327, 108502, 182500, 74797, 164745, 249060, 150099, 154625, 175227, 98190, 162520, 235961, 221329, 160319, 148990, 
187598, 153629, 195101, 140751, 117355, 124506, 236403, 193906, 228781, 228205, 96875, 17743, 230272, 256818, 104183, 5715, 
109036, 151223, 228561, 168295, 22599, 216472, 7344, 147093, 170688, 115671, 3111, 200989, 45656, 209982, 259061, 178190, 
165186, 223924, 252487, 157911, 22248, 7291, 105493, 72838, 47876, 225861, 18505, 77990, 117407, 50883, 179684, 169286, 
439, 67917, 133012, 175654, 259177, 199813, 2799, 203035, 56037, 84251, 13613, 158089, 62417, 153526, 245152, 84712, 
68377, 43208, 192080, 246377, 144937, 66170, 45703, 204502, 109343, 40280, 2304, 135911, 221542, 214958, 185797, 154075, 
167733, 134415, 161324, 103572, 216870, 50773, 203746, 195715, 45894, 175139, 259682, 149946, 260690, 166057, 3945, 44566, 
176851, 177558, 191566, 258328, 118577, 217982, 7017, 76157, 115211, 149647, 258866, 11591, 51318, 226343, 94538, 145856, 
139008, 250403, 2666, 9183, 31128, 236649, 91102, 131229, 43294, 128190, 147740, 154497, 48581, 231091, 194489, 223929, 
85136, 123006, 228112, 235183, 178331, 77287, 116608, 41193, 86504, 91036, 201049, 230602, 193772, 194664, 95174, 210544, 
150164, 187198, 47601, 202215, 58366, 69498, 10235, 130460, 134319, 223469, 48217, 33012, 98175, 100121, 1610, 195749, 
59354, 242636, 202074, 80583, 27507, 173752, 88136, 217845, 98643, 36061, 201907, 143040, 197114, 58698, 175076, 65571, 
102480, 38342, 175465, 82286, 72427, 161824, 15751, 7001, 176524, 18470, 112106, 144917, 23495, 234027, 235904, 126563, 
113553, 204748, 57056, 83090, 114332, 137022, 107385, 61928, 116391, 1094, 66886, 21715, 203474, 232430, 111124, 228020, 
100980, 45771, 171641, 103666, 165596, 46715, 165174, 56348, 8425, 109226, 147848, 112749, 212862, 185991, 148282, 149951, 
210732, 31185, 167908, 188546, 133464, 3965, 151214, 95760, 241106, 16904, 184791, 89898, 683, 158400, 259564, 235325, 
144963, 199828, 207516, 75230, 116361, 24792, 250568, 96626, 190368, 16350, 56778, 215472, 136532, 73582, 224838, 181753, 
123850, 201872, 94956, 210408, 68360, 116388, 94810, 254657, 106433, 91547, 121937, 10039, 172161, 153326, 150935, 95071, 
76057, 105042, 122271, 251736, 68478, 159296, 135509, 245703, 94412, 255375, 161376, 70782, 244340, 194640, 47189, 53699, 
147553, 108557, 18784, 123632, 162409, 228724, 156150, 227946, 228114, 158294, 62288, 245794, 156703, 26654, 204406, 219278, 
229884, 150007, 136954, 80641, 39973, 190919, 154955, 92749, 244855, 147428, 221274, 151611, 209290, 130029, 132114, 197137, 
243163, 101676, 182715, 150417, 230432, 41783, 40379, 187140, 83582, 53617, 63547, 61762, 165351, 140912, 22162, 152059, 
212184, 86538, 41663, 95443, 216161, 102724, 187679, 190162, 122518, 153914, 72682, 57786, 63565, 228624, 113773, 87184, 
202426, 54713, 61088, 55636, 210790, 149152, 37443, 58361, 24392, 122099, 115304, 149515, 171664, 213916, 61312, 104386, 
207491, 188400, 146657, 118726, 250815, 200281, 21289, 55568, 56200, 141347, 171159, 85980, 96513, 74606, 79984, 194391, 
121464, 732, 235341, 169579, 79903, 148155, 145689, 46845, 222345, 16375, 186000, 20247, 4675, 102562, 139273, 148989, 
90456, 16441, 33949, 212884, 61558, 195287, 155856, 1935, 240458, 209346, 114138, 115999, 88446, 180038, 97211, 147573, 
53054, 23525, 172640, 31437, 110808, 202798, 97232, 42616, 202857, 157715, 193797, 239154, 173534, 14716, 214823, 252797, 
43262, 37773, 260002, 106190, 120438, 83119, 21842, 214114, 211733, 55969, 162133, 225744, 24839, 104550, 152951, 18178, 
138024, 222758, 138883, 237109, 173434, 162984, 51543, 8450, 251175, 32040, 49621, 41550, 37512, 163416, 80951, 226852, 
253158, 191983, 84097, 11975, 89450, 174343, 247472, 202690, 199900, 35128, 113032, 102200, 136718, 242136, 229943, 183830, 
79856, 205198, 200978, 192874, 110499, 80071, 103297, 8079, 224895, 138034, 167916, 108517, 205465, 241882, 248728, 222652, 
69282, 38156, 149468, 134998, 98543, 193145, 66688, 141392, 223034, 173540, 242640, 258685, 16777, 224076, 85473, 224164, 
227038, 237955, 25687, 184223, 150631, 111936, 236294, 169812, 155234, 19194, 188220, 135937, 163616, 234716, 229467, 205258, 
26364, 231527, 182589, 50465, 51630, 204457, 141515, 85769, 121538, 255351, 49865, 178627, 74965, 23072, 2386, 132796, 
99923, 75737, 136210, 200844, 80919, 106197, 108333, 220567, 30842, 231007, 84311, 45914, 78805, 191967, 197594, 57896, 
202970, 149697, 59942, 768, 170781, 124546, 103820, 227192, 218682, 72718, 179619, 82120, 215995, 29235, 222472, 29689, 
138415, 198010, 106916, 83628, 42354, 81599, 217130, 190895, 170249, 256222, 44122, 73164, 85030, 131049, 39721, 241404, 
135704, 154070, 176177, 106657, 67462, 153982, 45105, 259590, 249155, 139559, 63296, 26985, 42202, 229786, 134535, 39327, 
36026, 68146, 194539, 52237, 2693, 29434, 43124, 234297, 89912, 225345, 43217, 230800, 154601, 238664, 179740, 176682, 
139242, 248173, 70247, 229101, 22387, 54638, 237396, 136154, 103815, 178853, 129992, 21865, 5599, 183709, 102882, 27439, 
44571, 187702, 84592, 55315, 156347, 102744, 42679, 22052, 43981, 179791, 34126, 19420, 97755, 174507, 237420, 103305, 
228076, 232068, 133406, 238794, 1396, 18831, 180057, 183998, 84195, 260223, 260005, 229115, 54697, 74217, 90153, 72000, 
150234, 68192, 84236, 142988, 204416, 44324, 109654, 15817, 79204, 103753, 150673, 238968, 113365, 60711, 4567, 94769, 
151860, 13582, 198441, 4, 105090, 155547, 8672, 3339, 89411, 22792, 39144, 55734, 36281, 81671, 52719, 4683, 
163924, 8343, 131507, 237540, 105136, 210297, 63040, 141081, 232090, 62124, 70937, 24978, 176188, 154873, 69047, 30507, 
213895, 213336, 50390, 30697, 13570, 185661, 65799, 262133, 44323, 100483, 172663, 216108, 218918, 83486, 53797, 184479, 
1352, 42849, 114596, 224216, 25175, 132197, 254553, 233802, 22409, 253291, 65187, 170020, 26689, 132195, 167396, 120530, 
208138, 117519, 71919, 95279, 50528, 8694, 108686, 57973, 134084, 152979, 82709, 150886, 203089, 204109, 238576, 9762, 
23519, 79360, 247057, 90827, 9020, 12962, 104451, 91608, 147132, 245487, 116519, 246223, 75750, 85248, 48230, 121256, 
43997, 220896, 95917, 34993, 229762, 103762, 151561, 177784, 18612, 42295, 86547, 147075, 5524, 12590, 235824, 104051, 
193919, 326, 31942, 104596, 58049, 172831, 231499, 25889, 203127, 259843, 70258, 130026, 29085, 116306, 113497, 28959, 
231398, 205752, 231296, 38363, 37957, 81099, 234633, 113308, 210757, 148307, 45090, 61976, 80404, 226846, 139456, 153078, 
236519, 104537, 42893, 209070, 50953, 7480, 192560, 93554, 42958, 6215, 11838, 144289, 79592, 181291, 106406, 146900, 
90310, 189977, 222291, 81970, 41438, 65892, 201427, 176475, 5427, 128020, 221905, 84056, 258279, 214484, 114379, 240372, 
33360, 156024, 2605, 184444, 204960, 242003, 83697, 253862, 52566, 98017, 130496, 73589, 245103, 105794, 178936, 128167, 
94087, 219457, 129776, 57532, 84920, 202956, 163658, 160953, 230716, 64340, 11374, 52434, 233431, 54870, 92984, 163040, 
137116, 250611, 12647, 127120, 201155, 42585, 52062, 95236, 89864, 57591, 37711, 158325, 128145, 63063, 209510, 180175, 
223138, 215450, 11010, 11337, 121752, 240240, 189684, 121607, 12796, 44485, 66018, 80487, 162066, 243554, 197116, 188148, 
77048, 151456, 94279, 229298, 168769, 203390, 136029, 174200, 242639, 214801, 32423, 8646, 73447, 63524, 18914, 204455, 
36526, 11171, 248921, 36368, 146390, 173484, 42274, 194666, 158451, 247906, 91799, 145822, 228691, 241245, 47174, 51765, 
9696, 63641, 33902, 246301, 226995, 148181, 24678, 170999, 246397, 227859, 9253, 148596, 92488, 187636, 206127, 86265, 
261200, 255910, 185402, 57314, 140079, 102214, 49269, 199252, 183533, 16424, 40649, 209832, 140468, 15156, 97300, 14341, 
15291, 63532, 158020, 259814, 96360, 123042, 31503, 7135, 39260, 82670, 139443, 240055, 147973, 33656, 196767, 206633, 
41607, 148364, 127948, 182815, 171655, 24697, 149164, 31448, 202445, 218399, 171411, 91094, 212720, 231993, 161761, 47327, 
137099, 243959, 74651, 15285, 139315, 23789, 125510, 27629, 51332, 107548, 161566, 28927, 214832, 71717, 129218, 193879, 
58266, 33784, 240980, 142210, 200670, 45402, 181248, 227597, 35696, 125885, 122643, 55549, 253582, 156926, 250774, 123506, 
8093, 72798, 207122, 87285, 187658, 166973, 193991, 25752, 86341, 152229, 13220, 100692, 131220, 154761, 115394, 207386, 
155060, 208902, 233275, 31840, 12032, 231803, 175606, 53972, 136834, 216973, 251209, 183872, 218596, 120733, 32580, 69534, 
190967, 71776, 201330, 200741, 70461, 1689, 117290, 120778, 122767, 65447, 202173, 178072, 56671, 60529, 82221, 38207, 
251524, 31808, 261336, 181614, 25173, 130283, 206436, 37633, 173230, 237949, 2964, 8713, 139249, 56325, 134414, 94440, 
57528, 165691, 183145, 242233, 74275, 246353, 48609, 16668, 65201, 181833, 163665, 165681, 143058, 187503, 7073, 110515, 
223004, 198816, 60897, 36699, 86070, 132252, 63415, 191344, 244937, 219784, 161253, 153272, 57864, 47633, 60833, 33996, 
252039, 150959, 180295, 196073, 257472, 194295, 54359, 24071, 133448, 44065, 221790, 65443, 120020, 172371, 112767, 77854, 
245838, 254062, 122819, 65832, 122904, 9752, 162901, 60927, 138372, 31747, 10058, 249989, 16287, 46315, 80546, 189388, 
61606, 75773, 244115, 196660, 16111, 185421, 81821, 143672, 73516, 81170, 113171, 174395, 39656, 196203, 11625, 56463, 
105528, 155414, 4460, 261921, 232776, 109923, 6027, 138679, 62275, 79306, 57554, 101462, 199405, 153218, 87066, 245731, 
38022, 158065, 104026, 126907, 253504, 178239, 82489, 159282, 41577, 115555, 27999, 228988, 125466, 17690, 119457, 177175, 
260182, 147173, 133343, 137069, 128121, 173802, 47044, 65575, 54586, 173125, 9932, 155074, 176480, 63172, 105259, 40923, 
27083, 116493, 139340, 187844, 257648, 209063, 135405, 151543, 9205, 51062, 131334, 162767, 91446, 105279, 119164, 209395, 
92965, 173830, 97455, 46288, 217995, 184843, 78369, 128862, 2309, 107167, 84519, 85653, 134859, 29531, 33134, 43360, 
214013, 119554, 88538, 223518, 254704, 234718, 253581, 48994, 227539, 255331, 160652, 30789, 16686, 107357, 51650, 225562, 
174101, 87912, 106095, 184785, 181274, 92162, 111114, 61461, 245779, 197756, 117152, 1287, 209961, 84209, 157655, 226210, 
27207, 184732, 199122, 173070, 14193, 101743, 134088, 54162, 59577, 121029, 84914, 43417, 2330, 107083, 27664, 104667, 
51423, 53894, 189344, 143420, 201350, 230515, 241090, 227861, 48669, 196272, 52799, 
